Informazioni cronologiche,Età,Genere,Occupazione,Settore,Titolo di studio,Sei a conoscenza del progetto Euro Digitale?,Conosci le criptovalute?,Quanto ti identifichi in quanto appena letto?,Quanto sei favorevole con quanto appena letto?,"Se potessi sapere chiaramente come lo Stato utilizza ogni singolo euro delle TUE tasse, come sarebbe la tua opinione rispetto alla risposta precedente?","Se potessi sapere chiaramente come lo Stato utilizza ogni singolo euro delle TUE tasse, saresti più d'accordo nel pagare le tasse?",Che tipo di funzionalità ti aspetti da un sistema come questo?,Cosa ti spaventerebbe/quali sono le tue preoccupazioni riguardo l’utilizzo di questo sistema?
03/11/2023 20.54.21,10 - 25 anni,Donna,Studente,Ingegneria,Diploma di scuola superiore,No,No,Abbastanza,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura di poter essere truffato in qualche modo"
03/11/2023 21.04.13,42 - 57 anni,Donna,Docente,"Spettacolo, sport, benessere e cura della persona",Laurea,Si,Si,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato","Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
03/11/2023 21.10.56,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Informatica,Master,Si,Si,Poco,Indifferente,La mia opinione non cambia,No,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
03/11/2023 21.15.29,26 - 41 anni,Uomo,Studente,Ricerca,Master,No,Si,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che la mia privacy venga violata, Ho paura di poter essere truffato in qualche modo"
03/11/2023 21.15.45,58 - 76 anni,Donna,Docente,Educazione e formazione,Diploma di scuola superiore,No,Si,Abbastanza,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me"
03/11/2023 21.24.43,26 - 41 anni,Donna,Libero professionista,Servizi di consulenza professionale,Master,No,Si,Molto,Abbastanza favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Non avrei preoccupazioni
03/11/2023 21.29.13,10 - 25 anni,Donna,Studente,Telecomunicazioni ed Elettronica,Laurea,Si,Si,Molto,Abbastanza favorevole,Sarei più favorevole,Si,"Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Attualmente nessuna
03/11/2023 21.30.17,26 - 41 anni,Uomo,"Impiegato, operaio, addetto","Credito, finanza, assicurazioni",Master,Si,Si,Molto,Indifferente,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
03/11/2023 21.32.26,42 - 57 anni,Donna,Disoccupato,Casa,Licenza media,No,No,Molto,Molto sfavorevole,La mia opinione non cambia,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
03/11/2023 21.35.30,10 - 25 anni,Donna,"Impiegato, operaio, addetto",Servizi di consulenza professionale,Diploma di scuola superiore,Si,Si,Abbastanza,Sfavorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
03/11/2023 21.38.49,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Produzioni metalmeccaniche,Dottorato,No,Si,Molto,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato","Ho paura che la mia privacy venga violata, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me"
03/11/2023 21.39.13,10 - 25 anni,Donna,Studente,ingegneria industriale,Diploma di scuola superiore,Si,Si,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
03/11/2023 21.55.30,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Informatica,Laurea,Si,Si e ne posseggo alcune,Molto,Sfavorevole,Sarei più favorevole,Si,"Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Nulla
03/11/2023 22.01.20,26 - 41 anni,Donna,Lavoratore in proprio,"Spettacolo, sport, benessere e cura della persona",Diploma di scuola superiore,No,Si,Molto,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura di poter essere truffato in qualche modo
03/11/2023 22.10.04,26 - 41 anni,Donna,"Impiegato, operaio, addetto","Credito, finanza, assicurazioni",Laurea,No,Si e ne posseggo alcune,Molto,Sfavorevole,La mia opinione non cambia,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura di poter essere truffato in qualche modo
03/11/2023 22.14.14,26 - 41 anni,Uomo,Quadro,Servizi socio-sanitari,Laurea,No,Si,Molto,Molto favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
03/11/2023 22.18.18,26 - 41 anni,Uomo,Dirigente,Servizi socio-sanitari,Laurea,No,Si,Molto,Indifferente,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
03/11/2023 22.22.41,42 - 57 anni,Donna,Docente,Educazione e formazione,Laurea,No,No,Poco,Abbastanza favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
03/11/2023 22.31.28,42 - 57 anni,Donna,Docente,Pubblica istruzione,Diploma di scuola superiore,No,No,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
03/11/2023 22.38.33,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Contabilità,Laurea,Si,Si,Poco,Molto favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura di subire furti di denaro
03/11/2023 22.40.15,42 - 57 anni,Donna,Docente,Scuola primaria,Diploma di scuola superiore,No,Si,Molto,Molto favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura che la mia privacy venga violata
03/11/2023 22.40.15,26 - 41 anni,Donna,"Impiegato, operaio, addetto",Giurisdizionale,Master,No,No,Molto,Indifferente,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
03/11/2023 22.45.48,58 - 76 anni,Uomo,Libero professionista,Servizi di consulenza professionale,Laurea,No,No,Poco,Abbastanza favorevole,La mia opinione non cambia,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
03/11/2023 22.48.45,58 - 76 anni,Uomo,Pensionato,Servizi di vendita e riparazione,Licenza media,Si,No,Abbastanza,Molto sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
03/11/2023 22.57.22,26 - 41 anni,Donna,"Impiegato, operaio, addetto",Turismo alberghiero e ristorazione,Diploma di scuola superiore,No,Si,Molto,Indifferente,Sarei più favorevole,No,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura di subire furti di denaro, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
03/11/2023 22.59.25,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Informatica,Laurea,No,Si,Abbastanza,Indifferente,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura che la mia privacy venga violata
03/11/2023 23.02.14,10 - 25 anni,Uomo,Studente,Informatica,Diploma di scuola superiore,Si,Si,Abbastanza,Abbastanza favorevole,La mia opinione non cambia,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò), Verificare corruzione",Ho paura che la mia privacy venga violata
03/11/2023 23.05.07,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Distribuzione commerciale,Laurea,Si,Si,Poco,Molto favorevole,La mia opinione non cambia,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
03/11/2023 23.22.35,10 - 25 anni,Uomo,Studente,Informatica,Diploma di scuola superiore,No,Si e ne posseggo alcune,Poco,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che la mia privacy venga violata, Ho paura di poter essere truffato in qualche modo"
03/11/2023 23.30.10,10 - 25 anni,Uomo,Studente,"Ambiente, ecologia e sicurezza ambientale",Diploma di scuola superiore,No,Si,Molto,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
03/11/2023 23.40.06,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Informatica,Laurea,No,Si,Abbastanza,Molto favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Nessuna delle precedenti
03/11/2023 23.42.19,26 - 41 anni,Donna,"Impiegato, operaio, addetto",Informatica,Laurea,No,Si,Molto,Molto sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che la mia privacy venga violata, Ho paura di subire furti di denaro, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
03/11/2023 23.52.35,58 - 76 anni,Donna,"Impiegato, operaio, addetto",Educazione e formazione,Diploma di scuola superiore,Si,No,Abbastanza,Molto favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
03/11/2023 23.55.49,58 - 76 anni,Uomo,Pensionato,militare,Diploma di scuola superiore,No,Si,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato","Ho paura che la mia privacy venga violata, Ho paura di poter essere truffato in qualche modo"
03/11/2023 23.56.42,10 - 25 anni,Uomo,Studente,Educazione e formazione,Master,No,Si,Poco,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura di poter essere truffato in qualche modo"
04/11/2023 0.36.12,26 - 41 anni,Uomo,Lavoratore in proprio,Turismo alberghiero e ristorazione,Master,No,Si,Poco,Sfavorevole,La mia opinione non cambia,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che la mia privacy venga violata, Ho paura di subire furti di denaro, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me"
04/11/2023 0.41.29,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Informatica,Dottorato,Si,Si e ne posseggo alcune,Molto,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che la mia privacy venga violata, Ho paura di subire furti di denaro, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
04/11/2023 0.45.59,10 - 25 anni,Donna,Quadro,Industria,Diploma di scuola superiore,No,No,Molto,Molto sfavorevole,Sarei più favorevole,No,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura di subire furti di denaro
04/11/2023 0.47.34,10 - 25 anni,Uomo,Studente,Informatica,Diploma di scuola superiore,No,Si,Molto,Molto favorevole,La mia opinione non cambia,Un po' di più,"Giusto voler rafforzare il rapporto tra cittadino-istituzione, sarei super d'accordo anche se secondo me poco dovrebbe cambiare con la ""volontà di pagare le tasse"" citata prima in quanto dovere civico. In ogni caso credo che ad un evasore fiscale cambi ben poco in quanto cercherà sempre di utilizzare il contante che è più difficile da tracciare (specialmente ora con il tetto dei pagamenti in contante a 10.000 euro)",Ho paura di poter essere truffato in qualche modo
04/11/2023 7.02.25,26 - 41 anni,Uomo,"Impiegato, operaio, addetto",Aeronautico,Laurea,No,Si,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura di subire furti di denaro, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me"
04/11/2023 7.02.42,42 - 57 anni,Donna,Dirigente,Servizi socio-sanitari,Laurea,No,Si,Abbastanza,Indifferente,Sarei più favorevole,Si,"Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura di poter essere truffato in qualche modo
04/11/2023 8.10.12,10 - 25 anni,Uomo,Studente,Edilizia ed impiantistica,Diploma di scuola superiore,No,No,Abbastanza,Sfavorevole,Sarei più favorevole,No,"Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
04/11/2023 8.21.49,26 - 41 anni,Uomo,Libero professionista,Informatica,Laurea,No,Si e ne posseggo alcune,Abbastanza,Abbastanza favorevole,La mia opinione non cambia,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
04/11/2023 8.39.07,26 - 41 anni,Uomo,Quadro,Informatica,Master,No,Si,Molto,Abbastanza favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Niente
04/11/2023 8.51.33,26 - 41 anni,Donna,"Impiegato, operaio, addetto",Produzioni metalmeccaniche,Laurea,No,Si,Abbastanza,Indifferente,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
04/11/2023 9.50.22,10 - 25 anni,Uomo,Studente,Informatica,Laurea,No,Si,Abbastanza,Indifferente,Sarei più favorevole,Si,"Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura che la mia privacy venga violata
04/11/2023 9.52.48,10 - 25 anni,Donna,Studente,Informatica,Laurea,Si,Si,Molto,Sfavorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato",Ho paura di poter essere truffato in qualche modo
04/11/2023 10.37.33,26 - 41 anni,Uomo,Docente,Edilizia ed impiantistica,Laurea,Si,Si,Abbastanza,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)","Ho paura che la mia privacy venga violata, Ho paura di subire furti di denaro, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
04/11/2023 10.39.04,10 - 25 anni,Donna,Studente,Informatica,Laurea,Si,Si,Molto,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
04/11/2023 10.53.09,42 - 57 anni,Uomo,"Impiegato, operaio, addetto",Produzioni metalmeccaniche,Licenza media,No,Si,Molto,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Non mi preoccupa
04/11/2023 10.57.22,42 - 57 anni,Uomo,"Impiegato, operaio, addetto",Produzioni metalmeccaniche,Diploma di scuola superiore,No,Si,Molto,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura di subire furti di denaro, Ho paura di poter essere truffato in qualche modo"
04/11/2023 10.57.30,42 - 57 anni,Donna,Imprenditore,Turismo alberghiero e ristorazione,Diploma di scuola superiore,No,No,Poco,Molto favorevole,Sarei più favorevole,No,Tracciabilità delle donazioni alle associazioni di volontariato,Ho paura che la mia privacy venga violata
04/11/2023 10.58.48,42 - 57 anni,Uomo,Quadro,Produzioni alimentari,Diploma di scuola superiore,No,Si,Poco,Molto sfavorevole,La mia opinione non cambia,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura di poter essere truffato in qualche modo
04/11/2023 11.02.05,42 - 57 anni,Uomo,Lavoratore in proprio,Distribuzione commerciale,Diploma di scuola superiore,No,Si,Abbastanza,Abbastanza favorevole,La mia opinione non cambia,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)","Ho paura che la mia privacy venga violata, Ho paura di subire furti di denaro, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me, Ho paura di poter essere truffato in qualche modo"
04/11/2023 11.13.38,42 - 57 anni,Uomo,"Impiegato, operaio, addetto",Informatica,Laurea,No,Si,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato","Ho paura che la mia privacy venga violata, Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me"
04/11/2023 11.18.05,58 - 76 anni,Donna,Docente,Educazione e formazione,Diploma di scuola superiore,No,Si,Molto,Abbastanza favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
04/11/2023 11.19.13,26 - 41 anni,Donna,"Impiegato, operaio, addetto",Produzioni alimentari,Diploma di scuola superiore,Si,Si,Abbastanza,Sfavorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura di poter essere truffato in qualche modo
04/11/2023 12.04.27,42 - 57 anni,Donna,Lavoratore in proprio,Produzioni alimentari,Diploma di scuola superiore,No,Si,Molto,Molto favorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
04/11/2023 12.09.41,26 - 41 anni,Donna,Lavoratore in proprio,Informatica,Laurea,No,Si e ne posseggo alcune,Molto,Sfavorevole,Sarei più favorevole,Si,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura che le mie informazioni possano essere rubate da malintenzionati e usate contro di me
04/11/2023 12.46.38,42 - 57 anni,Donna,Docente,Educazione e formazione,Laurea,No,Si,Poco,Abbastanza favorevole,La mia opinione non cambia,No,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona), Tracciabilità delle donazioni alle associazioni di volontariato, Permettere anche alle imprese terze di partecipare al tracking (esempio, un esercente dice di donare € 1 per ogni vendita effettuata ma il cliente non ha modo di verificare ciò)",Ho paura di poter essere truffato in qualche modo
04/11/2023 12.55.00,58 - 76 anni,Uomo,Libero professionista,Edilizia ed impiantistica,Diploma di scuola superiore,No,Si,Abbastanza,Abbastanza favorevole,La mia opinione non cambia,No,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura di poter essere truffato in qualche modo
04/11/2023 12.59.41,42 - 57 anni,Uomo,"Impiegato, operaio, addetto",Trasporto merci,Diploma di scuola superiore,No,No,Abbastanza,Abbastanza favorevole,Sarei più favorevole,Un po' di più,"Tracciare a livello locale come vengono spese le MIE tasse (esempio, abito a Lecce e vorrei che la quota relativa alla sanità fosse spesa per i vari ospedali della zona)",Ho paura che la mia privacy venga violata
